product_title,product_rating,log_total_reviews,log_purchased_last_month,is_sponsored,buy_box_availability,has_coupon,discount_percentage,product_category,brand_cat,is_high_end,spec_ram_gb,spec_storage_gb,spec_screen_inch,spec_power_w,spec_pack_count,spec_resolution_cat,spec_refresh_rate_hz,spec_ram_speed_mhz,log_original_price,is_best_seller,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,emb_32,emb_33,emb_34,emb_35,emb_36,emb_37,emb_38,emb_39,emb_40,emb_41,emb_42,emb_43,emb_44,emb_45,emb_46,emb_47,emb_48,emb_49,emb_50,emb_51,emb_52,emb_53,emb_54,emb_55,emb_56,emb_57,emb_58,emb_59,emb_60,emb_61,emb_62,emb_63,emb_64,emb_65,emb_66,emb_67,emb_68,emb_69,emb_70,emb_71,emb_72,emb_73,emb_74,emb_75,emb_76,emb_77,emb_78,emb_79,emb_80,emb_81,emb_82,emb_83,emb_84,emb_85,emb_86,emb_87,emb_88,emb_89,emb_90,emb_91,emb_92,emb_93,emb_94,emb_95,emb_96,emb_97,emb_98,emb_99
Playstation 3 Dualshock 3 Wireless Controller (Black) (Renewed),3.8,7.060476365999801,6.90875477931522,Organic,0,0,0.0,Computer Peripherals,OTHER,0,,,,,,,,,3.688629422858727,No Badge,0.0003104657,-0.034772843,-0.038173318,-0.009586707,-0.0014106929,0.03546834,0.017512523,0.05405146,0.009868771,-0.025604188,-0.013618745,0.011780515,0.02058193,-0.008803457,0.03390874,-0.018225474,0.032705344,0.025240466,-0.019710064,-0.008860333,-0.015725696,-0.019634694,-0.020942807,0.040091433,0.0075132065,0.022869892,-0.017964229,-0.016453676,-0.019347474,0.05239238,0.0012210626,0.004216872,-0.013304267,0.011401512,0.0095348265,-0.0052267984,-0.012241725,0.0098618185,-0.01402884,-0.012970816,0.014071911,0.01967964,0.009031121,-0.024794579,-0.014662541,-0.025252838,-0.003270045,-0.013297897,-0.015539348,-0.006666925,-0.009760466,0.006896902,0.0015838481,0.004432681,0.013106519,0.008824915,-0.005149856,0.0057061873,0.013003398,-0.012204334,0.00086300075,0.010421934,-0.007905257,0.0068658404,-0.0029246367,0.017473435,-0.016211761,-0.0069677765,0.007201425,0.0044261264,0.00050029904,0.008874335,-0.0037458045,0.015163109,0.0013498096,-0.010186784,0.00054419413,0.0054152682,-0.0022571906,-0.006684947,0.027773676,-0.008204535,-0.0018289564,-0.0016516142,0.005541404,0.014045994,0.015632447,0.015084511,0.015517313,0.01520947,0.009183092,0.0039723553,-0.0007261606,0.002873714,-0.010055456,0.0068195313,-0.004939351,0.015947461,0.0022262596,0.008934272
"HP Color LaserJet Pro MFP 4301fdn Printer, Print, Scan, Copy, Fax, Fast, Easy setup, Mobile printing, Advanced security, Best-for-small teams. Ethernet & USB only. Not Wireless. 16.6 x 17.1 x 15.1 in.",3.7,6.52795791762255,4.61512051684126,Organic,0,0,0.0,Printers & Scanners (Hardware),HP,1,,,,,,,,,6.234410725718371,No Badge,0.01548627,0.07341656,0.00729084,-0.052789256,0.032403663,0.020632744,-0.02354414,-0.00040388107,-0.014952809,0.009816736,-0.017287292,-0.01404947,-0.034210943,0.021498725,0.011464253,0.004809459,0.031271435,0.0077818185,0.0087152645,-0.041304603,-0.011359075,0.0074250833,-0.0058614425,-0.027297394,-0.02401694,0.00675774,-0.018536795,0.010206483,0.005813338,0.008687995,0.0023099966,-0.0036017466,-0.006017741,-0.0013087727,-0.0040487084,-0.0001609996,0.017415589,-0.01720906,0.0136278495,0.0008183401,-0.015120861,0.002278368,-0.009669067,-0.00281969,-0.020727541,0.013208423,-0.0039931815,-0.0069845617,0.0092541855,0.007298842,0.004079801,0.012971073,0.0034575164,-0.013780251,-0.0040932167,-0.0019094255,0.0060267467,0.009220058,0.00578917,-0.0048564225,0.00048737414,-0.008278847,-0.003971936,-0.008853038,-0.0018798613,-0.004651279,0.007207403,-0.0052737314,-0.0066722287,-0.011989008,-0.014267996,0.00015954673,-0.0065207984,0.0017287359,0.009761246,-0.006980829,-0.016415577,0.0134356385,-0.012693612,0.0064337067,0.009902553,0.004215316,0.0033006528,0.00015175785,-0.015533352,-0.0051473407,-0.00871888,-0.012688544,0.0006763488,0.011092467,-0.002276836,0.010549229,0.0018786341,-0.009945088,-0.00027560443,0.0089955535,0.0041859336,-0.008871488,-0.0066010915,-0.0028024055
"Epson PictureMate PM-400 Wireless Compact Color Photo Printer, white",4.5,7.22983877815125,5.993961427306569,Organic,1,0,0.17,Printers & Scanners (Hardware),EPSON,0,,,,,,,,,5.707077041605631,No Badge,-0.027259797,0.043076858,-0.00458318,-0.029229835,-0.0032415837,0.024210453,0.002051644,0.01198484,-0.025591144,0.005135447,-0.011218704,-0.02164127,-0.025319621,-0.0066963136,0.008541867,0.010521478,0.0064596757,0.025871925,-0.0007683933,-0.010698192,-0.023182062,0.01038804,-0.011504419,-0.028594755,0.010341339,0.0078085065,0.007116124,0.017655838,0.0004332438,0.016117219,-0.019469341,0.009247221,0.0076088402,0.0026102252,0.012223672,-0.019923914,-0.007376207,0.0024480224,0.00021586195,-0.002372345,-0.010261756,0.0074026315,0.00090428814,0.00205966,0.0114674345,-0.0026542358,0.007874701,-0.017172847,-0.0145352,0.011047583,0.015439133,-0.0035153516,-0.00459236,-0.016781505,0.00087243505,0.008178018,-0.005238857,0.0055484157,0.0021044165,0.0068155713,-0.02021588,0.009565005,-0.014624713,0.0053487793,-0.0014686051,0.0016923919,-0.0013236068,0.0041888375,0.0012271742,0.0073648924,0.0017406046,0.004049683,0.008219803,0.007018516,-0.014678549,-0.011749137,-0.0026983758,0.005425724,-0.007940695,0.009596493,-0.0039693154,-0.0059396373,-0.0019318955,0.011219171,-0.0036139442,0.00096555124,0.005044345,0.0014733281,0.00069071725,0.0018535885,-0.0011097118,-0.0016833097,-0.0053928373,-0.01075931,-0.002081776,0.0036566928,-0.0063236244,0.0007882267,-0.00084243156,-0.00883154
"Canon PG-210 XL / CL-211 XL Genuine Ink Value Pack (2 Cartridges), Compatible with MX320/330/340/350/410/420, MP240/250/270/280/480/490/495, iP2702",4.7,8.703672758358856,6.55250788703459,Organic,1,0,0.0,"Office Supplies, Ink & Toner",CANON,0,,,,,2.0,,,,4.195395806291828,No Badge,-0.04651557,0.075816855,-0.041374445,-0.023610428,0.0048104674,0.018207371,-0.005922988,0.015470296,0.00018171966,-0.001824677,0.017539151,0.009974539,-0.00353875,-0.013920054,0.002704069,-0.0005964065,-0.023324259,0.017416507,0.01592277,-0.0068696383,-0.0020939298,0.009863554,0.0045222715,0.012542084,-0.002461046,0.007418208,0.010532234,0.007696025,0.012205154,-0.01691885,-0.0024741273,-0.018810347,0.019413326,-0.0038280152,-0.0059597106,-0.007127501,0.0052443286,0.0031780452,-0.0107720345,0.020062834,-0.010073371,-0.01665403,0.015611898,-0.013873034,0.008730711,-0.017731592,0.00682687,-0.00187332,-0.010364745,-0.0042525306,-0.006959866,6.5639615e-05,0.014754677,-0.012817102,0.006717028,0.009209201,-0.00013257004,0.0016510654,-0.0042664018,-0.011035603,0.016580082,-0.014365921,0.004323325,-0.0029551834,0.0024277496,0.00022296887,0.015094968,-0.010779844,-0.010240698,-0.012920837,0.004429944,-0.0026151203,-0.0017778743,-0.011632632,-0.0019921158,-0.014803149,0.00094844773,-0.0005233558,0.009329475,-0.004543569,-0.0020795949,-0.0027271623,0.0012845481,0.004548342,0.011348904,0.00079300604,-0.0054808855,0.0076377,0.0022836141,0.012668394,0.0061167134,0.0052519552,0.010844858,0.0071457187,0.0067228824,0.01177384,0.0065751337,0.0068501728,0.011420786,0.0023825262
RØDE VideoMicro II Ultra-Compact On-Camera Shotgun Microphone for Recording Audio with a Camera or Mobile Device,4.5,9.970538539785736,6.398594934535208,Organic,1,0,0.05,"Audio, Sound & Recording Gear",OTHER,1,,,,,,,,,4.499809670330265,No Badge,-0.008595109,-0.04341624,-0.0087759495,0.0024927706,-0.012167081,0.018916368,0.015724458,0.0017950386,-0.0029861107,0.038131505,0.0265297,-0.021057665,-0.019883841,0.0059841275,-3.6805868e-05,0.012630166,0.027794823,-0.0037859231,0.025044039,-0.009426983,-0.0019245204,0.021270191,0.031726867,-0.011432584,0.03541694,0.013412714,-0.025951177,-0.013770014,0.013839394,-0.020171892,-0.0050797295,-0.0037120618,-0.0009294301,-0.00833172,0.004150749,0.020957893,0.018552523,-0.000185024,0.0066767037,0.0053814817,0.00080601126,-0.009543672,0.011552151,-0.003509949,0.0006266101,-0.023904763,-0.0054568034,0.017630147,-0.011067845,-0.006079953,-0.002036456,0.005400218,-0.0035229903,-0.019032076,-0.000617858,-0.021072922,0.001383258,9.825453e-06,-0.005129019,-0.0020500124,0.0058124717,0.0044167656,-0.012164174,0.006188223,0.0076883184,-0.00057264324,-0.0012110006,0.0051864386,-0.0049850363,-0.002978337,-0.0034893788,-0.0037725908,0.011096621,0.0016754381,-0.00086790323,0.014757419,-0.015113102,-0.009539467,0.0044387877,0.007614525,-0.00491531,-0.01962961,-0.014479312,0.012834498,-0.007764519,0.0053702174,0.009907324,-0.0050961226,-0.0028864406,0.00084294146,-0.016901178,-0.010905642,-0.011825451,0.009350319,-0.017785477,0.006604336,0.0024065375,-0.0047772788,0.0016863793,-0.0015972778
"Shure BETA 58A Vocal Microphone - Single Element Supercardioid Dynamic Mic for Stage and Studio, Includes A25D Adjustable Stand Adapter, 5/8” to 3/8” (Euro) Thread Adapter and Storage Bag",4.8,8.131824785007195,5.707110264748875,Organic,1,0,0.0,"Audio, Sound & Recording Gear",SHURE,0,,,,,,,,,5.247024072160486,No Badge,-0.016978934,-0.030048892,0.002689898,-0.00018014014,-0.015117928,-0.013233662,-0.011881255,0.007827565,0.0298457,0.022775918,0.0076077282,-0.006074071,-0.02860646,0.01567784,-0.020201504,0.003740748,0.011009082,0.009226121,0.02329906,0.006600369,0.0094778165,0.0036005252,0.01953887,0.0076606646,0.020995907,0.016020797,-0.030006891,-0.007234119,0.008767247,-0.017799575,0.010761626,0.005108997,0.0049232226,-0.0027523004,0.019319806,0.014397701,-0.00035860762,0.01923511,0.0030539297,-0.012984491,0.018103432,-0.017046165,0.0085407905,-0.00056606624,-0.012065254,0.020277973,0.001715377,0.017764756,-0.00695266,0.010493007,0.004801454,0.017211337,0.00016305968,0.0037513948,-0.015904365,-0.010019632,-0.0006753169,0.0072098114,0.002628901,-0.0038508847,0.014153805,-0.0031816633,-0.010452455,0.0032848194,0.0056425855,-0.006289835,-0.012499569,0.0014863424,0.0021997124,0.014375162,0.0050176494,-0.00293802,0.0021544136,-0.0031371973,0.0022140313,-0.0040230453,-0.0034194728,-0.002326563,-0.0008098781,-0.0060988506,0.0033086315,-0.0065362696,0.002529106,-0.0029374354,0.006523163,0.0041937735,-0.004119152,-0.010876864,0.0010601617,-0.006792259,0.0029032063,0.01434367,-0.014676244,-0.009803539,0.0035187472,-0.0075287353,-0.01151951,0.009550933,0.00880346,0.0020782724
24-70mm F2.8 DGDN II for Sony E,4.7,5.356586274672012,4.61512051684126,Organic,1,1,0.0,Cameras & Photography,OTHER,0,,,,,,,,,7.1853870155804165,No Badge,0.0609356,0.021693066,-0.12081134,0.008583292,-0.13222672,0.011208594,-0.038965933,-0.024256058,-0.03583365,0.026157767,0.007220261,0.019263774,-0.0029888377,0.0041202754,-0.008765489,0.005803065,-0.060329035,-0.0027707368,0.043553807,-0.0023860466,-0.015466737,-0.05199282,-0.004641488,0.017141744,-0.006321028,-0.010966778,0.015276711,0.009141371,-0.042987496,-0.030666772,-0.0035662334,-0.0021390058,-0.003455108,-0.014944337,-0.014351701,0.014617059,0.020726569,0.044507787,0.046722606,0.005461732,0.012501591,0.013377848,-0.0024788044,-0.024055608,0.011896906,-0.011036472,0.012696993,0.008975519,0.010909608,-0.02805097,0.00956821,0.00054224953,-0.02367047,0.0034698988,0.009447873,0.0026999451,-0.00037325732,-0.014403671,0.0085686445,-0.008018792,-0.010656912,0.02305759,0.022630233,-0.0045246202,-0.008599433,-0.00465371,-0.03471036,-0.021965455,0.0034887798,0.0020251228,-0.009030264,0.0044686673,-0.002203513,0.027901143,-0.006473056,0.025054479,-0.02042659,0.010111734,-0.041041706,0.0022701696,-0.008633036,0.009630829,0.003761975,0.009602965,-0.027120527,-0.0053345216,0.0045607947,-0.024846409,-0.0015424974,0.00868663,0.013914027,0.0054196883,-0.005477463,0.010212173,-0.020206025,-0.018739624,0.008950885,0.016868725,0.0015364122,0.0025555473
"Amazon Basics USB-A 2.0 Extension Cable, Male to Female, 480Mbps Transfer Speed, 9.8 Foot, Black",4.7,11.477598760315262,7.601402334583733,Organic,1,0,0.0,"Chargers, Adapters & Cables",AMAZON,0,,,,,,,,,1.9387416595767009,No Badge,0.016843364,-0.017800726,-0.035419762,0.032228664,0.02587384,-0.0058541447,-0.07080231,0.049707904,0.031595893,-0.009312123,0.0075379014,-0.009943455,0.01955273,0.00788337,0.0766342,-0.0043714275,-0.008236051,-0.016972784,-0.02177316,-0.0042971224,-0.025026066,-0.0006387759,0.014940342,0.00048540533,-0.008267991,0.018668577,0.012606066,0.005341217,0.0027805418,-0.01954598,0.009722332,-0.003152065,0.0114815505,-0.016613066,0.014888575,0.0004194714,-0.011798324,0.0074527394,0.0016535223,0.009611942,-0.0036316086,0.018149622,-0.0091869645,-0.021621112,-0.018346049,0.005059663,-0.023783468,-0.0052824374,0.01640854,-0.02404556,0.0048049027,0.010881167,-0.0011347905,-0.014163351,-0.0053866412,0.009452287,0.01141726,0.018377502,-0.0050235316,-0.009242449,0.007507907,-0.00048302114,-0.00036963308,0.0026225522,0.008151832,0.005333012,-0.009380225,0.0044354238,0.0024073005,-0.0016162908,0.0016060285,-0.0050691664,-0.0034949314,-0.013693012,0.0023035668,-0.0043592267,-0.013626473,0.015288212,-0.00467062,0.017831774,0.00259462,0.01466898,0.0055269096,-0.0023071312,-0.0018321462,-0.0048329704,0.0006357208,-0.008692149,0.014354315,-0.005973141,-0.0005097054,-0.00022509322,-0.0022033202,0.00079886615,0.009499174,0.005031837,0.0035698526,0.015257361,0.001689367,0.008494088
"Mophie Qi2 snap+ Magnetic Wireless Charging Vent Mount - Fast 15W Qi-Enabled Charger for iPhone 16/15/14/13/12, Universal Car Compatibility, 30W Car Charger Adapter Included, USB-C, Black",3.8,4.30406509320417,3.9318256327243257,Sponsored,1,0,0.0,"Chargers, Adapters & Cables",OTHER,0,,,,15.0,,,,,4.261975403606051,No Badge,-0.03486666,-0.040130354,0.006756246,0.020732388,0.047151044,0.02711302,-0.014520325,-0.031631045,-0.00096250325,-0.0015875846,0.015138604,0.014440566,-0.00029051304,-0.011086464,-0.00719513,-0.027288007,0.010915361,-0.008299008,0.003341876,-0.00319775,0.0061339103,0.00020977075,-0.017318051,-0.016309924,-0.002922304,-0.017046561,-0.0066420436,-0.0053264573,-0.008867577,-0.013558619,-0.0032986049,0.024380162,0.0042888653,0.004571598,0.005676404,-0.0033676587,-0.008558577,0.006280089,0.0019844212,0.0072879884,-0.0068108495,0.0047347182,-0.008051209,-0.013083647,0.0012279092,-0.031034246,-0.009514287,0.0018209238,0.0067903725,0.011644121,-0.0041100257,0.00076830015,0.012898197,-0.012236851,-0.0074466188,0.0030339789,-0.005776774,-0.008367613,0.0015168432,0.005498171,-0.0018583946,-0.008352466,-0.004833071,-0.005368719,0.0022423083,-0.009002958,0.0030598287,0.0012767296,-0.006650117,0.006051223,0.00753906,0.005761347,-0.011263193,0.00033349544,0.0043717325,-0.00993266,0.008732691,-0.004688886,0.0030744895,-0.011752356,-0.002143111,0.009782895,0.0087411655,0.01396902,0.0004157815,0.0022692552,0.012718882,-0.0075563155,-0.011303963,-0.0016569425,-0.005521478,-0.0023050644,-0.0062547373,0.01019152,2.4713576e-05,0.0024389178,0.009771597,-0.008459445,-0.005976131,-0.003633337
"ASUS 14"" FHD Laptop, Intel Pentium N6000 Processor, 4GB RAM, 224GB Storage(64GB eMMC+160GB Docking Station Set), Intel UHD Graphics, Webcam, Bluetooth, Win 11, Star Black",4.3,7.976938756959434,5.707110264748875,Organic,1,0,0.18,Laptops,ASUS,0,4.0,224.0,14.0,,,4K_UHD_Retina,,,5.634789603169249,No Badge,0.10375439,0.025024727,0.037523568,-0.009618983,0.0054923594,-0.016058654,-0.019620068,-0.02096676,0.024445117,0.005191043,0.0023887828,-0.0087322,0.0005216971,-0.009947374,-0.0040017515,-0.005403694,0.005823523,0.024087548,-0.009222798,0.017551564,0.004441628,-0.0064392486,0.0043702237,0.014377721,0.0055543184,-0.00366351,0.0010664687,-0.013970308,0.005885601,0.0076615885,-0.011124177,-0.012326527,-0.002285244,-0.010656752,0.0026608277,-0.011421002,0.017051823,0.0020244215,-0.00067676604,-0.0011654645,0.0029761707,0.011972765,0.024615835,0.0051847966,0.010670338,-0.012664769,-0.01913973,0.02954251,0.027318964,-0.0069394223,0.0034060096,-0.002359964,-0.0017334688,-0.015733223,0.014444701,0.013946239,-0.004487032,0.01073979,0.015886338,0.003715288,-0.010429595,0.0018424485,0.005340568,0.005137719,-0.015842795,-0.011167812,0.011772854,0.0059994794,-0.0043253787,0.0016815765,0.029386435,0.0013584467,0.010293562,0.0025057606,-0.0032408712,0.002397187,0.0074838903,0.00015685149,-0.010058079,0.0059467573,-0.011590399,0.0027825932,-0.0020361887,0.004212509,-0.006874146,-0.007198033,-0.0042787828,-0.0013703145,0.009797353,-0.0020450116,-0.002756374,0.006914802,-0.0056745354,0.0046831155,-0.00026491657,-0.0005990043,-0.012542307,0.014328696,0.006457018,0.0075812247
"Fujifilm Instax Wide Instant Films for Fuji Instax Wide 210 200 100 300, Pack of 5",4.8,7.325807502595773,5.993961427306569,Organic,1,0,0.05,Cameras & Photography,FUJIFILM,0,,,,,5.0,,,,4.708989514627088,No Badge,-0.06485273,0.033149138,-0.034092784,0.021017343,-0.01102905,-0.004416913,0.021301553,-0.015587635,-0.010517947,-0.008126706,0.021287605,-0.034935117,0.009394266,0.013045326,0.014725998,0.028005226,0.0063671246,-0.0021124184,0.010985263,0.028040018,-0.0021247547,-0.012098989,0.0036758818,-0.005787462,-0.008541562,-0.023467848,-0.009239003,0.014610667,-0.009300575,-0.016581077,0.00081243366,-0.001235526,0.004884134,0.021509279,-0.007820256,-0.007946432,-0.0044987984,-0.005212914,-0.010911956,0.012761047,-0.004612875,-0.0044301413,0.016981255,-0.0030451873,-0.008359956,0.0105646625,-0.0005094949,0.0060917903,-0.0104568675,-0.00401463,0.009449008,-0.0034957938,0.028029442,0.0028407122,0.008123964,0.008198116,0.01591043,-0.0045642927,0.0053550396,-0.014013328,0.011094051,-0.0084227845,0.0015670434,0.012019692,-0.007363977,0.0022323169,0.003453562,-0.0065069646,-0.0060582645,0.0060409317,0.0066152923,-0.019138554,-0.0006447844,-0.009302521,0.00563612,0.014016677,0.009697072,-0.013262459,-0.006183494,0.0008499548,0.009707059,0.005544265,0.012260867,-0.009496755,-0.006536307,0.0033239278,0.012660045,0.004145233,-0.0067450106,0.0022186325,-0.0010177866,-0.004110366,0.0018474665,0.014768281,0.0085184015,0.011174411,-0.021005455,0.003088113,0.0027443217,-0.0027252939
Dell Pro KM5221W Keyboard & Mouse,4.3,8.268475388982598,6.2166061010848646,Organic,1,0,0.16,Computer Peripherals,DELL,1,,,,5221.0,,,,,3.931629535067065,No Badge,0.07726,0.02977696,0.007852256,-0.03344366,-0.0030112863,0.046339363,0.0031616092,0.030788079,0.0535686,0.00937739,-0.062776595,-0.0027260184,0.010845616,-0.028036758,-0.025653899,0.028546665,-0.02274584,-0.0025096983,-0.005574487,0.004716358,0.009686427,-0.0063962922,0.0059742667,0.0139454305,0.021084182,-0.019368142,0.0036398657,0.0072097406,-0.0005299449,0.018914444,0.0025393646,-0.0038888715,-0.011897378,0.016787529,0.0072752247,-0.021918923,0.044578947,0.0050113313,-0.012620673,0.023138735,-0.002301016,-0.0034898855,0.0137680285,0.006873357,-0.01243476,-0.0025169067,0.024945237,0.010730512,0.017807452,0.008536886,-0.014466788,-0.009783272,0.002532458,-0.004727476,-0.022524903,-0.008946175,0.0093127955,-0.011289008,-0.002670832,0.004309401,0.018555688,0.008119142,-0.01743353,0.0074502192,-0.0013163842,-0.00971289,-0.0032714456,0.004822472,-0.0020650646,0.011010793,-0.014842937,-0.015952528,0.00041154772,-0.0029744823,0.0012892243,-0.013400119,-0.0052676797,-0.007967937,0.009555109,0.016082859,0.0047699157,0.02110706,-0.00589431,0.007619149,0.011727308,0.011567385,0.005995102,-0.009496514,0.006056439,0.017106844,-0.009662475,0.0015673898,0.0037674503,0.012049002,-0.018519005,0.009981111,0.0047913417,-0.0035961233,-0.008862985,-0.0109848445
"Epson Workforce Pro WF-7840 Wireless All-in-One Wide-Format Printer with Auto 2-Sided Print up to 13"" x 19"", Copy, Scan and Fax, 50-Page ADF, 500-sheet Paper Capacity, 4.3"" Screen,Black",3.8,6.548219102762372,5.707110264748875,Organic,0,0,0.0,Printers & Scanners (Hardware),EPSON,1,,,,,,,,,5.560681631015528,No Badge,-0.009714037,0.05194463,0.0010858774,-0.035375834,-0.0031465292,0.0042416453,-0.022754483,-0.006029904,-0.013230018,-0.005683139,-0.03333263,-0.013542771,-0.017047077,-0.00017024577,0.02775544,0.008034731,0.0023035854,0.023238242,0.01803688,-0.023618089,-0.029358568,0.0010465203,-0.007788807,-0.022855151,0.016485639,-0.0043922737,0.0013862513,0.0024924278,0.0051106364,0.01113243,-0.009363193,0.015260547,-0.009439627,0.009936713,0.014212772,-0.01323089,-0.00012355484,-0.0088291615,0.00907927,0.009847706,0.0016875667,-0.010253597,-0.0031771772,-0.0088195065,0.005475014,0.009791527,0.0062829927,-0.002403576,-0.007122798,0.011518009,0.01514746,-0.006069664,-0.0035366882,-0.0068114465,0.0073818155,0.005903,0.00035212748,0.0004994981,-0.007037795,-0.0056303106,-0.001750268,0.010832591,-0.017325927,0.00018956326,-0.0047915997,-0.0020622388,-0.005652787,-0.0021316893,-0.00067680585,-0.0032641636,-0.0033969246,0.006729952,0.005027542,0.00460192,0.014777554,0.008432198,0.00064501725,0.0073673613,0.0006936416,-0.0067994297,-0.00017149001,-0.0023084928,-0.008592741,-0.00962125,-0.008022852,0.011915303,0.00020098686,-0.008580076,0.0064459816,0.008171612,0.0038285097,0.008306224,-0.01738515,-0.0038510594,0.009417739,-0.0019501057,-0.0021184422,-0.013986781,-0.0065120272,-0.0037220493
"PHILIPS B5309 Soundbar 2.1 with Wireless Subwoofer and Immersive DTS Virtual:X Audio Technology - 240W Max Power, Deep Bass, Bluetooth 5.4, Four EQ Modes, HDMI ARC and USB connectivity - Dark Grey",3.8,4.787491742782046,5.993961427306569,Organic,1,0,0.06,"Audio, Sound & Recording Gear",PHILIPS,1,,,,240.0,,,,,5.184140321485637,No Badge,0.006231591,-0.03552586,0.029674947,-0.024342075,-0.01379548,-0.015571147,-0.012986563,0.0076749623,-0.019627202,-0.0037829578,-0.013095833,-0.008308336,0.013784237,-0.021023214,0.00891526,0.021530418,-0.002014853,0.019353166,0.0023514554,0.00585662,0.0064603705,-0.0032736459,0.0034504607,0.0039772466,-0.009851739,-0.020037651,-0.011228789,0.010330349,-0.0032679588,-3.072992e-05,0.0035312232,-0.001125928,0.011620443,-0.004253365,-0.0012515862,-0.005561266,0.005369985,0.00020319223,-0.01026959,-0.0023696423,-0.0015091598,-0.0012494028,-0.004047023,-0.003715287,-0.00860215,0.001359554,0.017395664,-0.006397834,-0.0041197482,0.00070681423,0.0025183195,-0.0052951016,0.013854794,-5.171867e-05,-0.0031421632,0.012569691,-0.0020215474,0.014537338,0.0057787485,-0.0051537976,-0.0019088723,-0.002287399,0.009048852,-0.004139169,0.010380224,-0.0055828337,0.012001125,-0.006112395,-0.023536902,0.01327036,0.005895097,-0.0058296192,0.0010915678,0.002601985,0.003176649,0.009976529,-0.007222995,-0.008652848,0.0061655715,-0.0025630593,0.003715884,-0.0058384063,0.010688911,0.019905085,0.0027106572,-0.0027901765,-0.0023609959,-0.0022974797,0.0011187717,0.0020040027,-0.006845249,0.01559175,-0.0005615903,-0.009587348,-0.015843602,-0.012756987,-0.008192323,0.0041564256,-0.00069994107,-0.001738511
"Polk Audio DB652 DB+ Series 6.5"" Coaxial Speaker for Car & Marine, 2-Way Boat & Car Audio Speaker, 40-22kHz Frequency Response, Polypropylene Woofer Cone & 3/4"" Silk Dome Tweeter, Black",4.5,7.377758908227872,6.2166061010848646,Organic,1,0,0.3,"Audio, Sound & Recording Gear",OTHER,0,,,,,,,,,4.709530201312334,No Badge,-0.018098012,-0.040126868,0.0182935,-0.021742627,-0.028529003,-0.04206714,-0.032647423,0.015571758,0.007033929,0.017166123,-0.0047427714,-0.00711298,-0.013888009,-0.0025541186,-0.021435462,0.007686473,-0.01911065,0.00278458,-0.013275556,-0.028343363,0.005357176,0.008578358,0.0058358926,-0.013534054,-0.010166533,0.008060586,0.0059455745,-0.004294593,-0.0013329238,-0.0060935467,0.017171416,0.007299874,0.00043128617,-0.009752482,-0.0015141643,-0.01733502,-0.013690628,0.0012236387,-0.015351273,-0.009251218,-0.005724662,-0.0032526162,0.004122574,-0.0048467694,-0.0015230267,-0.0036112405,-0.0017827507,0.015002676,0.004289576,0.010706838,0.008340704,0.013118837,0.0009843726,0.00024889782,0.004474098,0.010601638,0.010682063,-0.0043453984,0.0047921315,0.0074235126,0.0055215564,0.0049069803,-0.0060465736,-0.0037157172,0.0077004973,0.012021532,0.005662255,-0.00819473,0.013408535,-0.0051790653,-0.013420576,-0.001589586,-0.023557287,0.0059980843,0.008326994,0.0151839005,-0.0024173679,-0.010267806,0.009471931,-0.009407812,-0.001492437,-0.0008006843,-0.0024545854,-0.0017768957,-0.0027068881,0.0067065796,-0.012849832,0.000864828,0.0037328713,0.0012516496,0.0065199593,-0.0035068914,0.0017239237,0.011571449,-0.00069741905,0.015941773,-0.012023125,-0.00083383825,0.0024452088,0.0034853797
"Canon Genuine 051 Black Toner Cartridge Compatible with LBP162dw, MF264dw, MF267dw, MF269dw, MF269dw VP",4.6,6.76849321164863,6.398594934535208,Organic,1,0,0.08,"Office Supplies, Ink & Toner",CANON,0,,,,,,,,,4.521679875489066,No Badge,-0.038542613,0.06271972,-0.030565143,-0.0227177,-0.006201133,0.01906234,-0.025821932,0.02220121,-0.010769088,0.0019420832,0.018428706,0.013803512,0.010152951,-0.03702438,0.011323169,0.0018398197,-0.009779107,-0.020596005,-0.018882222,0.0034208074,0.021366162,0.005407145,0.01311562,0.022074625,-0.007957123,0.009221345,-0.023256343,0.012584746,0.0043887496,-0.005517777,-0.017889576,-0.017973058,0.010019995,-0.023126557,-0.01860486,-0.0028946996,-0.008859625,-0.015777878,0.011646643,0.0056356993,0.0072272336,-0.027467843,0.004809115,-0.013482816,-0.0021766168,0.009267241,-0.0013175551,0.00245261,-0.006307535,0.0014864542,-0.0033160988,-0.0025453456,-0.0015709056,-0.0043260483,-0.0060429964,-0.0036265869,0.011795586,-0.00065859035,0.0056926515,0.005474657,0.013065972,-0.001028562,0.0034788847,0.004090486,-0.012633103,-0.005082504,0.008222967,-0.014231563,-0.0038703622,0.007397906,0.0014726035,0.0010129381,0.0007749554,-0.0022559296,0.0068175253,-0.00963207,0.0018312372,-0.0070475796,0.009378269,-0.0068304306,-0.007866178,-0.015471203,0.0056344764,-0.0030212023,-8.6617656e-05,-0.005697188,0.0024650544,0.0037657116,-0.0016610809,0.01006015,-0.008789308,0.01601279,0.0009876834,0.003159659,-0.00092053786,0.006039407,0.0016197562,0.006534951,0.00459255,-0.0070017353
