product_title,product_rating,log_total_reviews,log_purchased_last_month,is_sponsored,buy_box_availability,has_coupon,discount_percentage,product_category,brand_cat,is_high_end,spec_ram_gb,spec_storage_gb,spec_screen_inch,spec_power_w,spec_pack_count,spec_resolution_cat,spec_refresh_rate_hz,spec_ram_speed_mhz,log_original_price,is_best_seller,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,emb_32,emb_33,emb_34,emb_35,emb_36,emb_37,emb_38,emb_39,emb_40,emb_41,emb_42,emb_43,emb_44,emb_45,emb_46,emb_47,emb_48,emb_49
"Amazon Basics Clear Thermal Laminating Plastic Paper Laminator Sheets, 9 x 11.5-Inch, 200-Pack, 3mil",4.8,11.396009553253192,11.51293546492023,Organic,1,0,0.0,"Office Supplies, Ink & Toner",AMAZON,0,,,11.5,,200.0,,,,2.8892600290434745,Best Seller,-0.03868498,0.036826596,0.005650997,0.017467678,0.0072056353,-0.052937493,-0.0056707636,-0.0008107349,0.0362963,-0.021687299,-0.0077057555,-0.02573751,0.0023164824,0.03548518,0.025448054,0.011945811,0.0032189116,-0.0045127794,-0.0006410554,0.008023905,-0.0058055595,-0.0077320305,0.0071279425,-0.0058109015,-0.0036295056,0.01187567,-0.014315471,0.009352889,-0.0023319349,0.018399443,-0.005394429,-0.012004662,0.0057545733,-0.013201587,0.0022241243,0.010921497,-0.0025153896,0.025123635,0.0007752627,0.014046647,0.0006139921,0.0049155178,0.0037560016,-0.0016024224,0.011230385,-0.015254111,-0.0040375013,0.0053632893,-0.010331061,-0.0020679682
"Amazon Basics AAA Alkaline High-Performance Batteries, 1.5 Volt, 10-Year Shelf Life, 36 Count (Pack of 1)",4.7,13.346749356585295,11.51293546492023,Organic,1,0,0.0,Power & Batteries,AMAZON,0,,,,,1.0,,,,2.740194654428777,Best Seller,-0.03858711,0.01098673,-0.023466885,-0.011229053,0.00859426,-0.046245337,0.03409615,-0.014104068,0.03564407,0.012448028,0.039613977,0.007005051,0.057264574,0.03662458,0.02361913,0.0010052163,-0.011543781,0.0023177192,0.0057443753,-0.0032371897,0.011434659,-0.0018140605,0.010981955,0.028635107,-0.00118424,0.005608525,0.012060273,-0.00060556456,0.0046902075,0.0035956353,0.0030162437,-0.008881127,0.0020304024,-0.005829118,0.014771158,-0.0029737726,-0.006604732,0.01225845,-0.0051479675,0.014600869,0.0016054129,-0.015296727,-0.024012499,0.02706971,0.007611899,0.002220966,-0.016701309,-0.013338797,0.0167571,-0.010588691
"Texas Instruments TI-30XIIS Scientific Calculator, Black with Blue Accents",4.7,10.788679697308252,11.51293546492023,Organic,0,0,0.0,"Office Supplies, Ink & Toner",TEXAS,0,,,,,,,,,2.915064370486536,Best Seller,0.02409795,0.02368866,-0.0122433305,-0.019302815,-0.041894004,0.01538223,0.008257955,0.007390395,0.024853192,-0.0021196604,-0.024223398,0.021759614,0.038271375,-0.0006004274,-0.009897351,-0.018699767,0.0011332855,0.00897865,-0.01655782,0.030930372,-0.04656781,0.0015658488,0.0027265921,0.0038124137,0.007360257,-0.0018549487,-0.02469543,0.00026118383,0.032105967,-0.009416167,-0.002728071,-0.0035429746,0.017807048,0.011820722,-0.005316644,0.026322864,-0.022693984,0.018584872,0.0008881092,-0.02186738,-0.009207001,0.029372886,-0.01671746,-0.016770583,-0.006321714,0.0061126053,-0.002083389,-0.012064207,0.0076690624,-0.0008383766
"Apple AirPods Pro 2 Wireless Earbuds, Active Noise Cancellation, Hearing Aid Feature, Bluetooth Headphones, Transparency, Personalized Spatial Audio, High-Fidelity Sound, H2 Chip, USB-C Charging",4.6,10.488018924717574,9.210440366976515,Organic,0,0,0.0,Wearables,APPLE,1,,,,,,,,,5.095221510537605,Best Seller,-0.019338131,-0.062657,0.032274246,-0.06234269,0.032307386,0.008345008,-0.013418764,-0.035642087,0.001351051,-0.008970857,0.046552703,0.0033031106,-0.03167907,0.026122302,0.010110974,-0.009636107,-0.027233195,0.0069237575,0.020418487,0.021068932,0.003908649,0.0037131957,0.023158876,-0.0015802719,0.004380442,-0.022299392,0.017140318,0.026948752,-0.009400956,0.017681371,-2.910383e-05,0.0059245415,0.029099576,0.005180914,-0.002417936,-0.013656676,0.0022551958,-0.0092125945,-0.003916148,0.0020650253,0.013704664,-0.0012964662,-0.006003257,-0.022156578,0.015629614,0.003795635,-0.0037757382,0.023872115,0.004104601,-0.007054113
"Apple AirTag 4 Pack. Keep Track of and find Your Keys, Wallet, Luggage, Backpack, and More. Simple one-tap Set up with iPhone or iPad",4.8,10.274671726667416,9.210440366976515,Organic,0,0,0.0,Small Gadget Accessories (Cases & Protectors),APPLE,0,,,,,4.0,,,,4.300545392805998,No Badge,-0.02145952,-0.01933156,-0.037532806,-0.009260505,0.040426478,0.027329683,0.0075386614,-0.05201266,0.031283468,-0.00770244,-0.014158867,0.025419489,-0.017982386,0.04016015,0.010231569,0.034049526,-0.021069817,0.004895203,0.0024532825,0.051589563,0.016856346,0.02500231,-0.020059407,0.020778254,0.033994853,0.02043822,0.047167223,-0.028082024,0.011263482,0.028293751,-0.00029106252,0.008874454,-0.0012510773,-0.0071863867,-0.023027292,0.003692463,-0.0008729752,-0.021039348,0.017093051,0.013235748,-0.002771928,0.031193115,0.009963743,0.026366645,-0.0018079882,-0.0020571686,-0.0065349936,6.278418e-05,-0.00013501756,0.0099254735
"Amazon Basics Multipurpose Copy Printer Paper, 20 lb, 8.5 x 11 Inches, 8 Reams (4,000 Sheets), 92 Bright, White",4.8,12.198609868148807,11.289794413577894,Organic,1,0,0.0,"Office Supplies, Ink & Toner",AMAZON,0,,,11.0,,0.0,,,,3.71284009155878,Best Seller,-0.0262416,0.07569046,-0.020107806,-0.012124509,0.004861608,-0.031573772,-0.023597986,0.0030703992,0.039915778,-0.015607864,-0.023988936,-0.044360474,0.0028935224,0.03319931,0.025868312,0.02561422,-0.007435359,0.028764717,0.0034661964,-0.024762375,-0.007161198,0.0055496856,-0.0018785894,-0.03480912,-0.023159765,0.027845938,-0.007944714,-0.006230172,-0.0072014853,0.008472744,-0.009976294,-0.009092523,0.020352367,-0.01679137,0.014337304,-0.0035623126,0.00066319667,0.009148721,0.02276171,0.027168684,0.005346042,0.004291267,-0.0044144727,-0.0015628673,0.0083374735,0.00521758,0.00045496598,-0.02257429,0.0015849732,-0.00047901645
"Apple AirPods 4 Wireless Earbuds, Bluetooth Headphones, Personalized Spatial Audio, Sweat and Water Resistant, USB-C Charging Case, H2 Chip, Up to 30 Hours of Battery Life, Effortless Setup for iPhone",4.5,9.507997527450042,9.210440366976515,Organic,0,0,0.0,Wearables,APPLE,0,,,,,,,,,4.4898715616246285,No Badge,-0.033933043,-0.051872298,0.03561026,-0.058276042,0.03959249,0.0065719783,0.0047242492,-0.06596727,0.0096726045,-0.015053034,0.03503462,0.0022517592,-0.02091384,0.01329568,0.012740359,-0.005807084,-0.020937249,0.008604184,0.009336419,0.0149308555,0.00915864,0.0039058658,0.013921991,0.0067479536,-0.0034537837,-0.005773466,0.028808322,0.0028003193,0.0041402876,0.016196676,-0.022060852,-0.0043792054,0.017928794,0.011792878,-0.006497612,0.0019774772,-0.011791056,-0.0053415783,0.0027603358,-0.00032470003,0.00024968106,-0.012039382,-0.00224936,0.00067475997,-0.005490635,-0.01735575,-0.0093529355,0.009387337,-0.012969885,-0.008652806
"Apple AirTag. Keep Track of and find Your Keys, Wallet, Luggage, Backpack, and More. Simple one-tap Set up with iPhone or iPad",4.6,10.54812702903103,9.210440366976515,Organic,0,0,0.0,Mobile Cell Phones & Smartphones,APPLE,0,,,,,,,,,3.179719109667007,Best Seller,0.03198448,-0.050365336,-0.085276246,-0.03570333,0.054687813,0.04778999,-0.016536996,-0.08193132,0.04642847,0.0030348003,-0.033033475,0.03226818,-0.024029087,0.048080623,0.020652369,0.0235879,-0.007908665,0.021621272,0.003352493,0.052669555,0.012728931,0.053741083,-0.024548575,0.024980873,0.044402122,0.04108737,0.058588672,-0.041352253,0.0070835873,0.03193467,0.0042967405,0.016667027,-0.00554529,-0.014922269,-0.028621571,0.012088416,-0.008743882,-0.029304367,0.001342129,0.022863261,0.008444141,0.05578018,0.015499752,0.03797917,0.0022542304,0.010683108,-0.0027132854,-0.0034710113,-0.0050651394,0.0026266612
"Texas Instruments TI-84 Plus CE Color Graphing Calculator, Black",4.6,10.703761188563927,11.51293546492023,Organic,0,0,0.0,"Office Supplies, Ink & Toner",TEXAS,1,,,,,,,,,4.614625344758847,Best Seller,0.01889503,0.029369041,-0.020635128,-0.0146126,-0.029548362,0.011816978,-0.0064071715,0.019920647,0.013868198,-0.0034677833,-0.018897668,0.022734687,0.047031797,0.015993103,-0.006821215,-0.027104087,-0.001919724,0.02117809,-0.03744244,0.02376186,-0.027025994,-0.0013840353,-0.00056969,-0.009702511,-0.0047181174,-0.004518073,-0.026192725,-0.011233445,0.025510892,0.0033105053,-0.00687138,-0.010556223,0.002817709,0.0027272142,-0.0010659813,0.029530166,-0.018589823,0.012893978,-0.0049098134,-0.061386228,0.009651334,-0.0002546478,-0.029118307,-0.004786212,-0.011388775,0.012831144,0.00036293268,-0.007374447,0.0145497555,0.019274184
"Apple iPad 11-inch: A16 chip, 11-inch Model, Liquid Retina Display, 128GB, Wi-Fi 6, 12MP Front/12MP Back Camera, Touch ID, All-Day Battery Life — Blue",4.7,8.896861744480391,9.210440366976515,Organic,0,0,0.0,Computer Peripherals,APPLE,0,,,,,,,,,5.652664603477591,Best Seller,0.08373654,0.020767823,0.007912993,-0.044770926,0.015322939,0.019122869,-0.0239086,-0.09197518,0.015542306,-0.0360436,0.014608659,0.018367186,-0.014306515,0.03965062,0.015429422,0.036422648,-0.010130059,0.052029178,-0.004743643,-0.0069191623,0.004597578,0.02312201,-0.035849757,0.012949526,0.0019095019,0.017809298,0.014172632,0.0021839142,-0.023176216,-0.011175234,0.014550383,-0.034463026,0.008127675,-0.011123437,-0.026921816,0.003441831,-0.012971424,0.0049870163,0.005377382,-0.022751978,-0.010003007,0.029232219,-0.031402,0.0065064747,-0.0020144912,0.00529781,0.011529045,0.004013054,0.015627898,-0.002890259
"Amazon Basics 48-Pack AA Alkaline High-Performance Batteries, 1.5 Volt, 10-Year Shelf Life",4.7,13.671177031805664,11.51293546492023,Organic,1,0,0.0,Power & Batteries,AMAZON,0,,,,,48.0,,,,2.771963526845863,Best Seller,-0.03498441,0.016297236,-0.025933743,-0.013520688,0.012465671,-0.047511756,0.021269754,-0.011106953,0.040412895,0.019296095,0.037560485,0.00594829,0.05482004,0.03472066,0.03309731,0.006737395,-0.019818157,0.0033765286,-0.004736148,-0.008244038,0.007952665,-0.0013984047,0.011776257,0.0314278,0.0046071485,0.0130492,0.0270462,5.467236e-05,0.008618213,0.014791913,0.0029003546,-0.007437784,0.0012073163,-0.0084659755,0.01786258,-0.0076808967,-0.008173119,0.009146554,0.0068436936,0.021447502,-0.00101439,-0.0029650927,-0.022950808,0.020129632,0.010091651,0.008923851,-0.021841962,-0.02074615,0.009181652,-0.0063401647
"Apple 2025 MacBook Air 13-inch Laptop with M4 chip: Built for Apple Intelligence, 13.6-inch Liquid Retina Display, 16GB Unified Memory, 256GB SSD Storage, 12MP Center Stage Camera, Touch ID; Midnight",4.8,7.557472901614746,9.210440366976515,Organic,0,0,0.0,Laptops,APPLE,0,16.0,256.0,13.0,,,4K_UHD_Retina,,,6.782135365057486,Best Seller,0.034466505,0.003367141,0.028419137,0.0028238147,0.020827577,0.0093874335,0.003038898,-0.050913267,0.017597668,0.0041616857,0.003142856,-0.009959862,-0.015958518,0.0049514025,0.00055117905,0.032175336,-0.023372456,-0.005160287,-0.0032443479,0.005173509,0.042732157,0.009709369,-0.024527743,-0.012132373,0.004446164,0.023280475,0.020687137,-0.014651362,0.0037102625,0.0057775006,-0.0031842515,-0.013189068,0.008720746,0.008337937,-0.0065486263,0.01033657,0.004321289,-0.019243449,-0.004064966,-0.015115216,0.012590599,-0.008671725,0.007817388,0.0067266095,-0.0007017539,0.027002051,-0.0008317623,0.0029918104,-0.0005983468,0.006695617
Texas Instruments TI-30Xa Scientific Calculator,4.7,9.769727562356604,11.002116507732016,Organic,1,0,0.28,"Office Supplies, Ink & Toner",TEXAS,0,,,,,,,,,2.772588722239781,No Badge,0.02561593,0.025277346,-0.024011016,-0.0060679615,-0.02738522,0.015980542,0.019645244,0.005314976,0.021608733,0.02228789,-0.035957634,0.028952524,0.033924438,0.0305973,-0.0234446,-0.02224602,0.0022987798,-0.0032130629,0.0013089254,0.061680883,-0.038282476,0.012870119,-0.0042117685,-0.012496553,0.0059765875,-0.0074639656,-0.025219373,0.016872201,0.033068605,-0.015462227,0.0005519055,-0.009089528,0.009244735,0.024333123,0.0004376964,0.022011044,-0.02414668,-0.0014146343,-0.01035203,-0.013698688,-0.0037550554,0.013132872,-0.04261389,0.0004938599,-0.02106675,0.015449673,-0.011934506,-0.01583916,-0.008591475,-0.006905906
Sharpie Permanent Markers Bulk Set Fine Tip Markers Set For Plastic Metal Wood And More Black 36 Count,4.8,9.304012847838818,10.819798284210286,Organic,1,0,0.0,"Office Supplies, Ink & Toner",OTHER,0,,,,,36.0,,,,2.9428587839469227,No Badge,-0.06477249,0.02738069,-0.02662003,-0.0015662313,-0.019553736,-0.026783645,0.0101683065,0.020881787,0.035936587,-0.04142481,0.020846434,-0.026879862,-0.0014328137,0.02534774,0.002157554,5.6802062e-05,0.0020575225,-0.0030950308,-0.026672333,0.025478875,-0.025972854,0.0025079125,-0.0014978945,0.02917616,-0.009180173,-0.017561099,-0.0018758401,-0.00851531,0.0017506704,-0.0013047643,0.016180957,0.016313873,0.0007882882,-0.0043123327,0.0056116553,0.005010156,0.007752679,-0.0014447682,0.0022118986,0.0021358524,-0.015994238,0.0035586702,-0.0043338034,0.0099954475,0.011807274,-0.00865182,-0.008612929,0.0063526034,-0.00106664,-0.006531231
"Apple Watch Series 10 [GPS 42mm case] Smartwatch with Rose Gold Aluminium Case with Light Blush Sport Band - S/M. Fitness Tracker, ECG App, Always-On Retina Display, Water Resistant",4.7,9.374667665397858,9.210440366976515,Organic,0,0,0.0,Wearables,APPLE,0,,,,,,,,,5.638781624438787,Best Seller,-0.01971814,-0.016220152,0.008474886,0.0014203489,-0.019528374,0.023641825,0.03949541,-0.048522957,-0.012437761,-0.037116885,-0.01905208,0.038692906,0.00013371557,-0.010775462,0.005770549,0.015428581,-0.008355118,-0.009743333,-0.025061712,-0.003127329,0.0020149034,0.027308244,0.01967831,-0.013550051,-0.011938997,0.0049473457,0.016635355,0.031926632,0.004474744,0.019385852,-0.009231124,-0.00452511,-0.0025609285,0.007550275,0.006379597,-0.0018922873,-0.012769526,0.0038885046,0.017846942,-0.004020191,-0.013030871,-0.012906253,0.009142619,0.012410479,-0.002145412,0.011502527,0.0027800854,0.020456985,-0.012510782,0.0031108204
"Samsung Galaxy Tab A9+ Tablet 11” 64GB Android Tablet, Big Screen, Quad Speakers, Upgraded Chipset, Multi Window Display, Slim, Light, Durable Design, US Version, 2024, Graphite",4.4,9.670861685832426,9.210440366976515,Organic,1,0,0.28,Tablets & E-readers (DEVICES ONLY),SAMSUNG,0,,,11.0,,,,,,5.398117451625214,No Badge,0.047935903,0.0013645738,0.02809906,-0.0075012892,-0.0136793405,-0.015022367,0.005049899,-0.04421542,0.002969414,-0.028075457,-0.005800694,0.010748491,0.0012721643,0.014186323,0.00873749,0.022335842,-0.015072204,0.0103686005,0.002693899,0.0067269383,-0.02293963,0.01841154,-0.0037585609,0.02938275,-0.0033209398,0.01773389,-0.03084626,0.004126832,0.0036021024,-0.005951952,0.021964623,0.0010661408,0.008881818,-0.015457358,0.003455386,-0.014300197,0.022048926,-0.004333636,0.018792499,-0.0045560207,-0.0030173762,0.0062896945,-0.01176874,0.0205802,-0.009461794,-0.017657539,0.0032240804,0.016026616,0.0067312624,-0.0029340275
"TP-Link AC1200 WiFi Extender, 2025 Wirecutter Best WiFi Extender, 1.2Gbps Home Signal Booster, Dual Band 5GHz/2.4GHz, Up to 1600 Sq.ft and 32 Devices, EasyMesh Compatible, One Ethernet Port (RE315)",4.2,10.4195394952737,9.210440366976515,Organic,1,0,0.33,Networking,TPLINK,0,,,,,,,,,3.433664571799657,Best Seller,-0.008232355,-0.007864445,0.01383996,0.008829832,0.039185837,-0.011242136,-0.015891999,0.0074386448,-0.036273792,0.01505518,-0.05033706,-0.005546719,-0.011598341,0.017112702,0.04269363,-0.015994774,-0.027533084,0.015763894,-0.0028638616,-0.0042570345,-0.0016667657,-0.011866743,-0.020121057,-0.016071241,0.0027633086,-0.008723404,-0.00070384145,0.0091474205,-0.011434644,-0.009714913,0.005387213,-0.016694002,-0.0026580803,-0.0011674315,-0.004688629,-0.004302375,-0.016986098,-0.012175746,0.00013490394,-0.0015073661,0.0032952307,-0.0118690245,-0.015438709,-0.01544001,-0.005972401,-0.0005342327,0.0058676917,-0.009025138,-0.0076426305,-0.016121987
