product_title,product_rating,total_reviews,purchased_last_month,original_price,is_sponsored,coupon,buy_box_availability,sustainability_tags,product_image_url,has_coupon,discount_percentage,badge_amazons,badge_best_seller,badge_ends_in,badge_limited_time_deal,badge_no_badge,badge_save_xpct,product_category,log_purchased_last_month,log_original_price,log_total_reviews
"Amazon Basics Clear Thermal Laminating Plastic Paper Laminator Sheets, 9 x 11.5-Inch, 200-Pack, 3mil",4.8,88965.0,100000,16.98,0,No Coupon,1,0,https://m.media-amazon.com/images/I/61cefAp7H5L._AC_UL320_.jpg,0,0.0,0,1,0,0,0,0,"Office Supplies, Ink & Toner",11.51293546492023,2.8892600290434745,11.396009553253192
"Amazon Basics AAA Alkaline High-Performance Batteries, 1.5 Volt, 10-Year Shelf Life, 36 Count (Pack of 1)",4.7,625776.0,100000,14.49,0,No Coupon,1,1,https://m.media-amazon.com/images/I/81Apg8B6+0L._AC_UL320_.jpg,0,0.0,0,1,0,0,0,0,Power & Batteries,11.51293546492023,2.740194654428777,13.346749356585295
"Texas Instruments TI-30XIIS Scientific Calculator, Black with Blue Accents",4.7,48468.0,100000,17.45,0,No Coupon,0,0,https://m.media-amazon.com/images/I/5198+fcBR+L._AC_UL320_.jpg,0,0.0,0,1,0,0,0,0,"Office Supplies, Ink & Toner",11.51293546492023,2.915064370486536,10.788679697308252
"Apple AirPods Pro 2 Wireless Earbuds, Active Noise Cancellation, Hearing Aid Feature, Bluetooth Headphones, Transparency, Personalized Spatial Audio, High-Fidelity Sound, H2 Chip, USB-C Charging",4.6,35882.0,10000,162.24,0,No Coupon,0,0,https://m.media-amazon.com/images/I/61SUj2aKoEL._AC_UL320_.jpg,0,0.0,0,1,0,0,0,0,Wearables,9.210440366976515,5.095221510537605,10.488018924717574
"Apple AirTag 4 Pack. Keep Track of and find Your Keys, Wallet, Luggage, Backpack, and More. Simple one-tap Set up with iPhone or iPad",4.8,28988.0,10000,72.74,0,No Coupon,0,0,https://m.media-amazon.com/images/I/61bMNCeAUAL._AC_UL320_.jpg,0,0.0,0,0,0,0,1,0,Small Gadget Accessories (Cases & Protectors),9.210440366976515,4.300545392805998,10.274671726667416
"Amazon Basics Multipurpose Copy Printer Paper, 20 lb, 8.5 x 11 Inches, 8 Reams (4,000 Sheets), 92 Bright, White",4.8,198512.0,80000,39.97,0,No Coupon,1,1,https://m.media-amazon.com/images/I/71QiYj-N8PL._AC_UL320_.jpg,0,0.0,0,1,0,0,0,0,"Office Supplies, Ink & Toner",11.289794413577894,3.71284009155878,12.198609868148807
"Apple AirPods 4 Wireless Earbuds, Bluetooth Headphones, Personalized Spatial Audio, Sweat and Water Resistant, USB-C Charging Case, H2 Chip, Up to 30 Hours of Battery Life, Effortless Setup for iPhone",4.5,13466.0,10000,88.11,0,No Coupon,0,0,https://m.media-amazon.com/images/I/61iBtxCUabL._AC_UL320_.jpg,0,0.0,0,0,0,0,1,0,Wearables,9.210440366976515,4.4898715616246285,9.507997527450042
"Apple AirTag. Keep Track of and find Your Keys, Wallet, Luggage, Backpack, and More. Simple one-tap Set up with iPhone or iPad",4.6,38105.0,10000,23.04,0,No Coupon,0,0,https://m.media-amazon.com/images/I/71rP7f78eFL._AC_UL320_.jpg,0,0.0,0,1,0,0,0,0,Mobile Cell Phones & Smartphones,9.210440366976515,3.179719109667007,10.54812702903103
"Texas Instruments TI-84 Plus CE Color Graphing Calculator, Black",4.6,44522.0,100000,99.95,0,No Coupon,0,0,https://m.media-amazon.com/images/I/71AyPChhFdL._AC_UL320_.jpg,0,0.0,0,1,0,0,0,0,"Office Supplies, Ink & Toner",11.51293546492023,4.614625344758847,10.703761188563927
"Apple iPad 11-inch: A16 chip, 11-inch Model, Liquid Retina Display, 128GB, Wi-Fi 6, 12MP Front/12MP Back Camera, Touch ID, All-Day Battery Life — Blue",4.7,7308.0,10000,284.05,0,No Coupon,0,1,https://m.media-amazon.com/images/I/61aPY8odPSL._AC_UL320_.jpg,0,0.0,0,1,0,0,0,0,Computer Peripherals,9.210440366976515,5.652664603477591,8.896861744480391
"Amazon Basics 48-Pack AA Alkaline High-Performance Batteries, 1.5 Volt, 10-Year Shelf Life",4.7,865598.0,100000,14.99,0,No Coupon,1,1,https://m.media-amazon.com/images/I/81iJ+tnLADL._AC_UL320_.jpg,0,0.0,0,1,0,0,0,0,Power & Batteries,11.51293546492023,2.771963526845863,13.671177031805664
"Apple 2025 MacBook Air 13-inch Laptop with M4 chip: Built for Apple Intelligence, 13.6-inch Liquid Retina Display, 16GB Unified Memory, 256GB SSD Storage, 12MP Center Stage Camera, Touch ID; Midnight",4.8,1914.0,10000,880.95,0,No Coupon,0,1,https://m.media-amazon.com/images/I/71cWZUr9SVL._AC_UL320_.jpg,0,0.0,0,1,0,0,0,0,Laptops,9.210440366976515,6.782135365057486,7.557472901614746
Texas Instruments TI-30Xa Scientific Calculator,4.7,17495.0,60000,15.0,0,No Coupon,1,0,https://m.media-amazon.com/images/I/71d3OqkkdkL._AC_UL320_.jpg,0,0.28,0,0,0,0,1,0,"Office Supplies, Ink & Toner",11.002116507732016,2.772588722239781,9.769727562356604
Sharpie Permanent Markers Bulk Set Fine Tip Markers Set For Plastic Metal Wood And More Black 36 Count,4.8,10981.0,50000,17.97,0,No Coupon,1,0,https://m.media-amazon.com/images/I/71XWLfDZv5L._AC_UL320_.jpg,0,0.0,0,0,0,0,1,0,"Office Supplies, Ink & Toner",10.819798284210286,2.9428587839469227,9.304012847838818
"Apple Watch Series 10 [GPS 42mm case] Smartwatch with Rose Gold Aluminium Case with Light Blush Sport Band - S/M. Fitness Tracker, ECG App, Always-On Retina Display, Water Resistant",4.7,11785.0,10000,280.12,0,No Coupon,0,0,https://m.media-amazon.com/images/I/61Z8y0y2b0L._AC_UL320_.jpg,0,0.0,0,1,0,0,0,0,Wearables,9.210440366976515,5.638781624438787,9.374667665397858
"Samsung Galaxy Tab A9+ Tablet 11” 64GB Android Tablet, Big Screen, Quad Speakers, Upgraded Chipset, Multi Window Display, Slim, Light, Durable Design, US Version, 2024, Graphite",4.4,15848.0,10000,219.99,0,No Coupon,1,0,https://m.media-amazon.com/images/I/61d46oYQgdL._AC_UL320_.jpg,0,0.28,0,0,0,0,1,0,Tablets & E-readers (DEVICES ONLY),9.210440366976515,5.398117451625214,9.670861685832426
"TP-Link AC1200 WiFi Extender, 2025 Wirecutter Best WiFi Extender, 1.2Gbps Home Signal Booster, Dual Band 5GHz/2.4GHz, Up to 1600 Sq.ft and 32 Devices, EasyMesh Compatible, One Ethernet Port (RE315)",4.2,33507.0,10000,29.99,0,No Coupon,1,0,https://m.media-amazon.com/images/I/41Y56RIq57L._AC_UL320_.jpg,0,0.33,0,1,0,0,0,0,Networking,9.210440366976515,3.433664571799657,10.4195394952737
"Scotch Thermal Laminating Pouches, for Use with Thermal Laminators, 8.9 x 11.4 Inches, Letter Size Sheets, 100-Pack",4.9,72360.0,70000,19.99,0,No Coupon,1,0,https://m.media-amazon.com/images/I/61y4SMvlKEL._AC_UL320_.jpg,0,0.4,0,0,0,0,1,0,Small Gadget Accessories (Cases & Protectors),11.156264806643742,3.0440461338325417,11.189422759203678
"Duracell Coppertop AAA Batteries with Power Boost Ingredients, 24 Count Pack Triple A Battery with Long-Lasting Power, Alkaline AAA Battery for Household and Office Devices",4.8,67965.0,60000,21.89,0,No Coupon,1,0,https://m.media-amazon.com/images/I/71fYdkAZLML._AC_UL320_.jpg,0,0.07,0,0,0,0,1,0,Power & Batteries,11.002116507732016,3.130700133964476,11.126762859116562
"Apple Pencil Pro: Latest Model - Device Compatibility Check Required - Pixel-Perfect Precision, Tilt and Pressure Sensitivity, Perfect for Note-Taking, Drawing, and Art. Charges and Pairs Magnetically",4.6,4676.0,10000,148.0,0,No Coupon,0,0,https://m.media-amazon.com/images/I/41iLLpfSWxL._AC_UL320_.jpg,0,0.0,0,0,0,0,1,0,"Office Supplies, Ink & Toner",9.210440366976515,5.003946305945459,8.450412157725886
"JBL Vibe Beam - True Wireless JBL Deep Bass Sound Earbuds, Bluetooth 5.2, Water & Dust Resistant, Hands-free call with VoiceAware, Up to 32 hours of battery life (Black)",4.3,26559.0,10000,29.95,0,No Coupon,0,0,https://m.media-amazon.com/images/I/41+1Csr1pSL._AC_UL320_.jpg,0,0.0,0,0,0,0,1,0,Wearables,9.210440366976515,3.432372999130605,10.18716160359037
"Scotch Heavy Duty Shipping and Moving Packing Tape, Clear, Packing and Moving Supplies, 1.88 in. x 22.2 yd., 6 Tape Rolls with Dispensers",4.8,103375.0,10000,19.99,0,No Coupon,1,0,https://m.media-amazon.com/images/I/610as++OYZL._AC_UL320_.jpg,0,0.31,0,1,0,0,0,0,"Office Supplies, Ink & Toner",9.210440366976515,3.0440461338325417,11.546128105797946
"Amazon Basics File Folders with Tabs for Filing, 1/3-Cut Tab, Assorted Positions, 8.5x11 inches, Letter Size, Manila, Pack of 100",4.8,53340.0,70000,14.39,0,No Coupon,1,0,https://m.media-amazon.com/images/I/61fuHeaBSaL._AC_UL320_.jpg,0,0.23,0,1,0,0,0,0,Small Gadget Accessories (Cases & Protectors),11.156264806643742,2.733717947850788,10.884460545216813
"Amazon Basics Micro SDXC Memory Card with Full Size Adapter, A2, U3, Read Speed up to 100 MB/s, 128 GB, Black",4.7,123411.0,10000,11.06,0,No Coupon,1,0,https://m.media-amazon.com/images/I/81FMYuiSaEL._AC_UL320_.jpg,0,0.0,0,1,0,0,0,0,Storage & Memory Cards,9.210440366976515,2.48989419129904,11.723283630458038
Texas Instruments TI-30XS MultiView Scientific Calculator,4.8,36122.0,70000,20.0,0,No Coupon,1,0,https://m.media-amazon.com/images/I/71b23YXk+RL._AC_UL320_.jpg,0,0.15,0,0,0,0,1,0,TV & Video Displays,11.156264806643742,3.044522437723423,10.494685060560329
"HP 910 Cyan, Magenta, Yellow Ink Cartridges | Works with HP OfficeJet 8010, 8020 Series, HP OfficeJet Pro 8020, 8030 Series | Eligible for Instant Ink | 3YN97AN, 3 Count (Pack of 1)",4.6,18532.0,30000,47.89,0,No Coupon,0,0,https://m.media-amazon.com/images/I/718rOMHM-bS._AC_UL320_.jpg,0,0.0,0,0,0,0,1,0,"Office Supplies, Ink & Toner",10.308985993422082,3.889572876590554,9.82730820579731
"Apple Pencil (USB-C): Device Compatibility Check Required - Pixel-Perfect Precision, Tilt Sensitivity, Perfect for Note-Taking, Drawing, and Signing Documents. Charges and Pairs with USB-C",4.6,6133.0,10000,97.49,0,No Coupon,0,0,https://m.media-amazon.com/images/I/41s9DmRSgcL._AC_UL320_.jpg,0,0.0,0,0,0,0,1,0,Computer Peripherals,9.210440366976515,4.589955020181611,8.721602344674197
"Seagate Portable 2TB External Hard Drive HDD — USB 3.0 for PC, Mac, PlayStation, & Xbox -1-Year Rescue Service (STGX2000400)",4.6,262557.0,10000,79.99,0,No Coupon,1,0,https://m.media-amazon.com/images/I/51WR+2ePklL._AC_UL320_.jpg,0,0.0,0,1,0,0,0,0,Storage & Memory Cards,9.210440366976515,4.3943256902608985,12.478227288988386
"Beats Solo 4 - Wireless Bluetooth On-Ear Headphones, Apple & Android Compatible, Up to 50 Hours of Battery Life - Cloud Pink",4.6,16222.0,10000,127.49,0,No Coupon,0,0,https://m.media-amazon.com/images/I/51JNqP2C4rL._AC_UL320_.jpg,0,0.0,0,0,0,0,1,0,Wearables,9.210440366976515,4.855851080295389,9.6941852674104
"Duracell Coppertop AA Batteries with Power Boost Ingredients, 28 Count (Pack of 1) Long-lasting Alkaline Double AA Battery in Re-closable Pack for Quick Access and Organized Storage",4.8,16952.0,50000,25.66,0,No Coupon,1,0,https://m.media-amazon.com/images/I/71fTr5+3UVL._AC_UL320_.jpg,0,0.0,0,0,0,0,1,0,Power & Batteries,10.819798284210286,3.2831643147505627,9.738200088297951
"SanDisk 128GB Extreme PRO SDXC UHS-I Memory Card - C10, U3, V30, 4K UHD, SD Card - SDSDXXD-128G-GN4IN",4.8,72492.0,10000,24.99,0,No Coupon,1,0,https://m.media-amazon.com/images/I/81wwLOgkLgL._AC_UL320_.jpg,0,0.12,0,1,0,0,0,0,Storage & Memory Cards,9.210440366976515,3.2577118486533987,11.19124528445721
"AMD RYZEN 7 9800X3D 8-Core, 16-Thread Desktop Processor",4.8,2377.0,10000,476.5,0,No Coupon,1,0,https://m.media-amazon.com/images/I/71aHvYUgX1L._AC_UL320_.jpg,0,0.0,0,1,0,0,0,0,PC Components,9.210440366976515,6.168564159920785,7.774015077250727
"Samsung 990 PRO SSD NVMe M.2 PCIe Gen4, M.2 2280 Internal Solid State Hard Drive, Seq. Read Speeds Up to 7,450 MB/s for High End Computing, Gaming, and Heavy Duty Workstations, MZ-V9P2T0B/AM",4.7,14168.0,10000,199.99,0,No Coupon,1,0,https://m.media-amazon.com/images/I/71OWtcxKgvL._AC_UL320_.jpg,0,0.25,0,0,0,0,1,0,Storage & Memory Cards,9.210440366976515,5.30325515557766,9.558811758564229
"HP Printer Paper | 8.5 x 11 Paper | Office 20 lb | 3 Ream Case - 1500 Sheets | 92 Bright | Made in USA - FSC Certified | 112090C, White",4.8,48326.0,40000,21.44,0,No Coupon,1,1,https://m.media-amazon.com/images/I/71Ui3dxCZ9L._AC_UL320_.jpg,0,0.07,0,0,0,0,1,0,"Office Supplies, Ink & Toner",10.59665973278358,3.110845080654496,10.785745689666076
"Amazon Basics 9 inch Thermal Laminator Machine for Documents and Photos, Easy to Use for Home Office or School, White",4.6,2740.0,40000,29.99,0,No Coupon,1,0,https://m.media-amazon.com/images/I/61OJ1l3YGyL._AC_UL320_.jpg,0,0.31,0,1,0,0,0,0,"Office Supplies, Ink & Toner",10.59665973278358,3.433664571799657,7.916078096302786
"Apple 20W USB-C Compact Power Adapter: Fast and Convenient Charging, Type C Wall Charger",4.8,5591.0,10000,13.45,0,No Coupon,0,0,https://m.media-amazon.com/images/I/31EQge6IQQL._AC_UL320_.jpg,0,0.0,0,0,0,0,1,0,"Chargers, Adapters & Cables",9.210440366976515,2.670694414558441,8.629092283913646
"Logitech M185 Wireless Mouse, 2.4GHz with USB Mini Receiver, 12-Month Battery Life, 1000 DPI Optical Tracking, Ambidextrous PC/Mac/Laptop - Swift Grey",4.5,43204.0,10000,11.98,0,No Coupon,0,1,https://m.media-amazon.com/images/I/51WN5aXZWIL._AC_UL320_.jpg,0,0.0,0,1,0,0,0,0,Computer Peripherals,9.210440366976515,2.563409711275944,10.6737115082755
"HP 936 Black, Cyan, Magenta, Yellow Ink Cartridges Printers (4-Pack) | Works with OfficeJet 9120, OfficeJet Pro 9110, 9120, 9130, Wide Format 9730 | Eligible for Instant Ink | 6C3Z5LN",4.6,885.0,10000,135.0,0,No Coupon,1,0,https://m.media-amazon.com/images/I/61Vrz4MFoYL._AC_UL320_.jpg,0,0.0,0,0,0,0,1,0,"Office Supplies, Ink & Toner",9.210440366976515,4.912654885736052,6.786716950605081
"Fitbit Inspire 3 Health &-Fitness-Tracker with Stress Management, Workout Intensity, Sleep Tracking, 24/7 Heart Rate and more, Midnight Zen/Black One Size (S & L Bands Included)",4.3,20039.0,10000,99.95,0,No Coupon,1,0,https://m.media-amazon.com/images/I/51CtR+quteL._AC_UL320_.jpg,0,0.2,0,1,0,0,0,0,Wearables,9.210440366976515,4.614625344758847,9.9054855551988
"HP Original 952 Cyan, Magenta, Yellow / 952XL Black Ink Cartridges (4-Pack) | Works OfficeJet 8702 OfficeJet Pro 7700, 8210, 8700 Series | Eligible for Instant Ink | N9K28AN",4.6,2617.0,10000,166.62,0,No Coupon,1,0,https://m.media-amazon.com/images/I/71j7xt3vCZL._AC_UL320_.jpg,0,0.0,0,0,0,0,1,0,"Office Supplies, Ink & Toner",9.210440366976515,5.1216995126707605,7.870165946469845
"HP 64 Black & Tri-Color Ink Cartridges for HP Printers (Combo Pack) | Works with Printer Series: Inspire 7950e; ENVY Photo 6200, 7100, 7800; Tango | Eligible for Instant Ink | X4D92AN",4.6,23765.0,20000,55.89,0,No Coupon,0,1,https://m.media-amazon.com/images/I/71jmYtdquJL._AC_UL320_.jpg,0,0.0,0,0,0,0,1,0,"Office Supplies, Ink & Toner",9.90353755128617,4.041119578762556,10.07601126684997
"Logitech H390 Gaming Headphones, Wired Headphones with Mic, USB Headset with Microphone for PC, Noise Cancelling Microphone for Video Meetings, Music, Gaming - Black",4.3,69082.0,10000,15.68,0,No Coupon,0,0,https://m.media-amazon.com/images/I/6144+3nBNhL._AC_UL320_.jpg,0,0.0,0,1,0,0,0,0,"Audio, Sound & Recording Gear",9.210440366976515,2.8142103969306005,11.14306395922732
"Texas Instruments TI-84 Plus Graphics Calculator, Black 320 x 240 pixels (2.8"" diagonal)",4.7,18748.0,10000,103.99,0,No Coupon,1,0,https://m.media-amazon.com/images/I/61MAIW40dLL._AC_UL320_.jpg,0,0.0,0,0,0,0,1,0,"Office Supplies, Ink & Toner",9.210440366976515,4.65386510752685,9.83889569664295
"Apple 2024 Mac mini Desktop Computer with M4 chip with 10‑core CPU and 10‑core GPU: Built for Apple Intelligence, 16GB Unified Memory, 256GB SSD Storage, Gigabit Ethernet. Works with iPhone/iPad",4.8,1356.0,5000,540.75,0,No Coupon,0,1,https://m.media-amazon.com/images/I/615y53Ws-NL._AC_UL320_.jpg,0,0.0,0,1,0,0,0,0,PC Components,8.517393171418904,6.294804640416468,7.213031659834869
"Anker iPhone 16 Charger, 2-Pack 20W Fast USB C Charger Block, for iPhone 16/16 Pro Max/15 Series/iPad Pro and More (Black, 2 Pack & 2 Cable)",4.6,19724.0,10000,18.99,0,No Coupon,1,1,https://m.media-amazon.com/images/I/719R46dVUTL._AC_UL320_.jpg,0,0.37,1,0,0,0,0,0,"Chargers, Adapters & Cables",9.210440366976515,2.995232148512309,9.889642145714076
"HP 910XL Black High-yield Ink Cartridge for HP Printers | Works with Printer Series: OfficeJet 8010, 8020; OfficeJet Pro 8020, 8030 | Eligible for Instant Ink | 3YL65AN",4.6,24117.0,20000,71.87,0,No Coupon,1,0,https://m.media-amazon.com/images/I/71-Eh6P5WfL._AC_UL320_.jpg,0,0.26,0,0,0,0,1,0,"Office Supplies, Ink & Toner",9.90353755128617,4.288677031682191,10.090713728663538
"Apple iPad Air 11-inch with M3 chip Built for Apple Intelligence, Liquid Retina Display, 128GB, 12MP Front/Back Camera, Wi-Fi 6E, Touch ID, All-Day Battery Life — Space Gray",4.8,1553.0,6000,514.28,0,No Coupon,0,1,https://m.media-amazon.com/images/I/710GQJJHx2L._AC_UL320_.jpg,0,0.0,0,0,0,0,1,0,Computer Peripherals,8.699681400989514,6.244710442238636,7.348587530927593
"Amazon Basics 8-Pack 9V Alkaline Batteries, 5-Year Shelf Life - for Smoke/CO Detector, Electronics & Audio",4.7,231583.0,60000,12.69,0,No Coupon,1,1,https://m.media-amazon.com/images/I/71AOFGRrOtL._AC_UL320_.jpg,0,0.0,0,1,0,0,0,0,Power & Batteries,11.002116507732016,2.6166656393003573,12.352697937665852
"VIZIO 40-inch Full HD 1080p Smart TV with DTS Virtual: X, Alexa Compatibility, Google Cast Built-in, Bluetooth Headphone Capable, (VFD40M-08 New)",4.1,4856.0,10000,169.99,0,No Coupon,1,0,https://m.media-amazon.com/images/I/81NLMdXhvrL._AC_UL320_.jpg,0,0.19,0,1,0,0,0,0,TV & Video Displays,9.210440366976515,5.141605075260502,8.488176242345745
"HP Original 910 Cyan, Magenta, Yellow / 910XL Black Ink Cartridges (4-Pack) | Works OfficeJet 8010, 8020 Series OfficeJet Pro 8020, 8030 Series | Eligible for Instant Ink | 3JB41AN",4.6,6931.0,20000,106.89,0,No Coupon,1,0,https://m.media-amazon.com/images/I/710tOwxuVvL._AC_UL320_.jpg,0,0.0,0,0,0,0,1,0,"Office Supplies, Ink & Toner",9.90353755128617,4.681112189563248,8.843903650835497
"Logitech Brio 101 Full HD 1080p Webcam for Meetings, Streaming, Desktop, Laptop, PC - Built-in Mic, Shutter, USB-A, Teams, Zoom - Black",4.4,24693.0,10000,39.59,0,No Coupon,1,1,https://m.media-amazon.com/images/I/71A0Pp767BL._AC_UL320_.jpg,0,0.0,0,1,0,0,0,0,"Audio, Sound & Recording Gear",9.210440366976515,3.7035217308508064,10.11431557812769
"Apple 2024 MacBook Pro Laptop with M4 Pro, 12-core CPU, 16-core GPU: Built for Apple Intelligence, 14.2-inch Liquid Retina XDR Display, 24GB Unified Memory, 512GB SSD Storage; Space Black",4.8,1212.0,2000,1647.21,0,No Coupon,0,1,https://m.media-amazon.com/images/I/61-oTP1X4rL._AC_UL320_.jpg,0,0.0,0,0,0,0,1,0,Laptops,7.601402334583733,7.407445129535729,7.10085190894405
Roku Streaming Stick Plus 2025 - 4K & HDR Roku Streaming Device for TV with Voice Remote - Free & Live TV,4.5,744.0,10000,44.99,0,No Coupon,0,1,https://m.media-amazon.com/images/I/71gFPvNe5KL._AC_UL320_.jpg,0,0.0,0,0,0,0,1,0,TV & Video Displays,9.210440366976515,3.8284239815518326,6.61338421837956
Meta Quest 3 512GB | Thirty Percent Sharper Resolution — 2X Graphical Processing Power — Play Without Wires — Get Batman: Arkham Shadow and a 3-Month Trial of Meta Horizon+ Included,4.5,3316.0,9000,485.05,0,No Coupon,0,0,https://m.media-amazon.com/images/I/71RlrkTSOmL._AC_UL320_.jpg,0,0.0,0,1,0,0,0,0,Video Game Consoles & Virtual Reality,9.105090961257083,6.186311499267078,8.106816038947052
"Original HP 962 Cyan, Magenta, Yellow / 962XL Black Ink Cartridges (4-Pack) | Works with HP OfficeJet 9010 Series, HP OfficeJet Pro 9010, 9020 Series",4.6,6350.0,10000,154.89,0,No Coupon,1,0,https://m.media-amazon.com/images/I/71V786Mv6YL._AC_UL320_.jpg,0,0.0,0,0,0,0,1,0,"Office Supplies, Ink & Toner",9.210440366976515,5.04915063032459,8.756367559802975
"HP 63XL Black High-yield Ink Cartridge | Works with HP DeskJet 1112, 2130, 3630 Series; HP ENVY 4510, 4520 Series; HP OfficeJet 3830, 4650, 5200 Series | Eligible for Instant Ink | F6U64AN",4.7,52857.0,10000,62.89,0,No Coupon,0,1,https://m.media-amazon.com/images/I/71WxxQQ-gbL._AC_UL320_.jpg,0,0.0,0,0,0,0,1,0,"Office Supplies, Ink & Toner",9.210440366976515,4.157162854614252,10.875364351649829
"HP 14 Laptop, Intel Celeron N4020, 4 GB RAM, 64 GB Storage, 14-inch Micro-edge HD Display, Windows 11 Home, Thin & Portable, 4K Graphics, One Year of Microsoft 365 (14-dq0040nr, Snowflake White)",4.1,3818.0,10000,229.99,0,No Coupon,1,0,https://m.media-amazon.com/images/I/815uX7wkOZS._AC_UL320_.jpg,0,0.25,0,0,0,0,1,0,Laptops,9.210440366976515,5.442374419541463,8.247743887225516
"Scotch Heavy Duty Shipping Packing Tape, Clear, Shipping and Packaging Supplies, 1.88 in. x 54.6 yd., 6 Tape Rolls",4.8,15868.0,30000,32.29,0,No Coupon,1,0,https://m.media-amazon.com/images/I/71HggC0lZGL._AC_UL320_.jpg,0,0.47,0,0,0,0,1,0,"Office Supplies, Ink & Toner",10.308985993422082,3.5052570515869337,9.672122799562842
"SanDisk 256GB Extreme microSDXC UHS-I Memory Card with Adapter - Up to 190MB/s, C10, U3, V30, 4K, 5K, A2, Micro SD Card - SDSQXAV-256G-GN6MA",4.8,126587.0,10000,34.99,0,No Coupon,1,0,https://m.media-amazon.com/images/I/719ZXZP+5LL._AC_UL320_.jpg,0,0.29,0,0,0,0,1,0,Storage & Memory Cards,9.210440366976515,3.58324112209094,11.748692997469808
